Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC54,OUT027,6332.482920771811
FDP08,OUT018,3081.8332813969837
FDU44,OUT046,2691.0290985652014
DRG39,OUT035,844.0393730031814
FDU32,OUT049,2083.2169914251226
FDY27,OUT049,2873.2590180006023
NCP54,OUT013,2083.2169914251226
NCZ41,OUT049,2083.2169914251226
DRL49,OUT013,2133.9985852120612
FDI05,OUT018,1206.535268983504
FDY56,OUT045,3860.5497800752723
DRC13,OUT013,2083.2169914251226
NCV29,OUT017,2886.5592136185805
FDR24,OUT049,1485.5125643169415
FDZ34,OUT018,3081.8332813969837
FDP37,OUT035,2083.2169914251226
FDX08,OUT027,4878.057794050238
FDS57,OUT045,2087.757861155802
NCG18,OUT049,1563.676858596357
FDK25,OUT018,2741.8326818723203
FDH53,OUT049,1250.4902689896994
DRI59,OUT018,3719.576675859339
FDA52,OUT046,2837.650574505186
FDT20,OUT010,95.41988342108732
FDE36,OUT019,389.3125643364989
FDI24,OUT017,2837.650574505186
FDB28,OUT018,3140.0144958162787
FDV11,OUT017,2837.650574505186
FDP01,OUT046,2499.2624164119784
FDD34,OUT027,4071.3110676702554
FDJ50,OUT027,1404.670395814877
FDZ44,OUT013,2027.318126966065
DRO59,OUT035,1153.9572867399202
DRB48,OUT045,695.2981677696403
FDR21,OUT018,2820.429900481097
NCE42,OUT010,536.5133757256598
FDO23,OUT046,1524.6168463952338
NCE30,OUT018,3433.8662142860176
FDQ22,OUT035,695.2981677696403
FDY01,OUT045,1912.9074872744711
FDS08,OUT017,2837.650574505186
FDG28,OUT018,3902.0795977543094
FDQ51,OUT018,706.1505478734296
FDB05,OUT017,4004.907042319056
FDO56,OUT049,1934.4819614265987
FDE02,OUT018,1514.4134254055966
FDN45,OUT017,3750.819867391895
FDS09,OUT013,709.5768110134618
NCA54,OUT018,2962.495403052588
FDP09,OUT010,557.0018101804543
FDC53,OUT045,1554.6333790350834
NCM55,OUT017,3092.6216159552832
FDL09,OUT018,2741.8326818723203
FDA11,OUT019,245.3007719120817
FDA50,OUT045,1541.0865202096504
FDC23,OUT017,2880.927613519877
FDE22,OUT049,2657.7877735386905
FDD23,OUT046,3092.6216159552832
NCA29,OUT049,2837.650574505186
FDK38,OUT046,2466.0833550235084
DRC13,OUT046,2083.2169914251226
NCP43,OUT049,2880.927613519877
FDX28,OUT049,1554.6333790350834
FDF08,OUT049,1485.5125643169415
FDZ33,OUT046,2466.0833550235084
FDD10,OUT049,2873.2590180006023
FDO58,OUT017,2691.0290985652014
FDI50,OUT017,3876.6758000816435
FDO58,OUT045,2704.045838215326
FDX08,OUT013,2965.9100263058103
NCK17,OUT010,93.65292809418563
FDF39,OUT035,4145.997543267543
FDU45,OUT010,287.2924856900739
NCJ18,OUT018,1965.0635480443823
DRC27,OUT019,542.2749357269961
DRC25,OUT035,1380.8927898516254
FDU59,OUT035,2672.2304336820985
FDU28,OUT035,3092.6216159552832
NCP30,OUT046,695.2981677696403
FDB39,OUT018,859.4804293220585
FDE41,OUT013,1380.8927898516254
DRH11,OUT010,157.31501389301587
FDA58,OUT045,3874.6492719925095
FDU50,OUT046,1912.9074872744711
FDM34,OUT013,2087.757861155802
FDM44,OUT027,2676.585696001472
FDR39,OUT045,3082.4429478276807
FDM25,OUT045,2837.650574505186
FDQ49,OUT049,2524.7329348714466
DRH25,OUT018,825.3348478030988
FDM09,OUT027,4333.698208489134
FDL44,OUT019,503.0980298791644
NCR42,OUT018,695.2981677696403
DRL59,OUT046,844.0393730031814
FDX43,OUT013,2759.0533558964094
DRK47,OUT010,562.6871883033081
FDU48,OUT018,2087.757861155802
FDY12,OUT045,727.6414913421227
NCN43,OUT018,2083.2169914251226
NCM55,OUT018,3071.654613269381
FDQ21,OUT027,3233.5930884096965
FDX13,OUT035,4055.8719025598025
NCK30,OUT027,6398.202867801452
FDG20,OUT049,2837.650574505186
DRG27,OUT017,695.2981677696403
FDY14,OUT018,4059.0577024754703
FDP59,OUT035,1563.676858596357
FDU60,OUT017,2759.0533558964094
NCC18,OUT019,404.66088786752863
DRJ39,OUT017,3559.0023718224616
FDS07,OUT049,1872.9209968895798
FDM08,OUT027,6194.598159389121
FDP51,OUT045,2083.2169914251226
FDU16,OUT035,1286.2808740124608
FDH12,OUT013,1575.520000901861
DRE48,OUT010,523.9848156920946
NCL42,OUT027,6445.715085214743
FDR21,OUT045,2837.650574505186
NCW29,OUT035,2087.757861155802
FDO11,OUT013,4098.602947769301
NCM31,OUT049,2087.757861155802
FDV35,OUT019,354.90223142004226
FDF58,OUT017,931.325649111527
NCE43,OUT049,2759.0533558964094
FDA02,OUT035,2466.0833550235084
DRL37,OUT010,94.6190683467465
FDR24,OUT018,1504.833844842799
FDW59,OUT049,1293.03488459678
FDS22,OUT049,695.2981677696403
FDW24,OUT017,727.6414913421227
FDU24,OUT035,1545.200940061716
FDA21,OUT027,4971.146522828944
FDH58,OUT027,3056.700551091848
FDW36,OUT018,1563.676858596357
FDI45,OUT027,4838.602960804847
FDU01,OUT018,3081.8332813969837
FDF35,OUT027,2705.698840171907
FDU43,OUT019,544.7438644257833
FDE24,OUT019,324.07263920632033
FDK50,OUT049,2691.0290985652014
FDG31,OUT045,1005.334212123799
FDC60,OUT045,1485.5125643169415
FDL36,OUT013,1485.5125643169415
FDP21,OUT013,3092.6216159552832
FDW16,OUT045,1485.5125643169415
FDX02,OUT017,3820.39405901632
FDQ58,OUT027,3952.9121352434227
FDT51,OUT046,1602.9744283168961
FDD59,OUT049,1214.4347712228175
NCM42,OUT018,1589.0162401452146
FDA57,OUT018,695.2981677696403
FDZ48,OUT035,1622.2978025144387
FDE46,OUT045,2482.985847197178
NCZ30,OUT019,289.8262351532276
FDB56,OUT017,3092.6216159552832
FDA25,OUT027,2680.11726955397
FDD20,OUT013,2083.2169914251226
FDL25,OUT013,1514.4134254055966
NCO18,OUT049,2837.650574505186
FDJ45,OUT017,695.2981677696403
FDR12,OUT035,2765.6366988421973
NCF19,OUT010,97.22840331795305
FDK25,OUT046,2732.5974133969576
NCR17,OUT046,1872.9209968895798
FDC52,OUT046,2482.985847197178
NCA54,OUT017,2979.716077076677
FDR45,OUT010,549.4247777348427
NCM19,OUT049,1872.9209968895798
FDF39,OUT027,5270.094731422932
FDX23,OUT049,1554.6333790350834
FDD58,OUT027,2667.2226104864194
FDX28,OUT013,1558.5813264579365
NCD31,OUT013,2691.0290985652014
FDU57,OUT018,2469.878621565553
FDI27,OUT046,706.1505478734296
NCM42,OUT046,1575.520000901861
FDD32,OUT027,2097.967671348725
FDI34,OUT013,3806.3460743589862
NCM29,OUT049,2087.757861155802
FDG46,OUT018,1830.8252814639836
DRC01,OUT010,100.43313867605838
FDB15,OUT027,6369.631440913962
NCA17,OUT027,3913.90315267613
FDF10,OUT046,2466.0833550235084
FDR26,OUT027,4932.391844646303
FDI02,OUT049,1622.2978025144387
NCM54,OUT010,280.65368631076933
FDF14,OUT013,2476.3109610313427
FDJ33,OUT010,281.6541730574279
FDM20,OUT035,4009.1097250045923
FDC03,OUT027,5265.194209920381
NCX05,OUT046,1934.4819614265987
NCM41,OUT027,2589.12248948772
NCU29,OUT010,409.2586051988695
FDQ59,OUT017,1305.705412790913
FDH46,OUT010,251.65133656980464
FDH09,OUT013,733.1370030027764
NCD06,OUT045,706.1505478734296
FDC15,OUT035,2517.8837974795806
DRD37,OUT027,1109.5349089935335
FDT28,OUT027,3880.59337784707
FDR28,OUT027,4086.449579138378
FDT38,OUT017,1375.0353278290881
FDV34,OUT027,1951.6078212781763
FDY52,OUT035,956.6803613656891
FDB34,OUT013,1375.0353278290881
DRL23,OUT018,1563.676858596357
DRB24,OUT046,2499.2624164119784
FDJ50,OUT046,859.4804293220585
FDQ49,OUT035,2499.2624164119784
FDP20,OUT035,2083.2169914251226
FDV19,OUT027,4079.0603974093597
NCR54,OUT045,3092.6216159552832
FDO09,OUT010,607.5694223841747
FDS57,OUT018,2095.7106905297624
FDN10,OUT049,1948.050515144987
FDV23,OUT049,2083.2169914251226
FDY28,OUT049,3513.122071999415
DRG51,OUT013,2691.0290985652014
FDD45,OUT019,237.82081970470026
NCL18,OUT027,5177.6424815382
NCM29,OUT013,2087.757861155802
FDF17,OUT027,5265.194209920381
FDE22,OUT017,2685.0944402648825
FDQ22,OUT017,695.2981677696403
FDS01,OUT013,2886.5592136185805
FDW35,OUT027,1109.5349089935335
FDJ33,OUT046,2083.2169914251226
NCF54,OUT035,2837.650574505186
FDE09,OUT013,1589.0162401452146
NCE06,OUT045,2685.0944402648825
DRH49,OUT049,1224.3630645026801
FDY43,OUT045,2765.6366988421973
NCT05,OUT017,4150.947809113714
FDZ34,OUT045,3092.6216159552832
FDL38,OUT017,1393.4352890530283
FDZ31,OUT017,3092.6216159552832
FDR14,OUT035,859.4804293220585
NCN54,OUT049,1208.5773092002803
NCC42,OUT027,3346.8482511879724
FDK08,OUT017,1554.6333790350834
FDP59,OUT013,1563.676858596357
FDV22,OUT035,2581.4171552670095
FDD33,OUT035,3840.525282027504
DRE60,OUT027,6310.197357077544
FDK52,OUT046,3811.8163914457778
FDA02,OUT017,2466.0833550235084
FDM56,OUT049,1589.0162401452146
FDE57,OUT035,2087.757861155802
FDM32,OUT045,1485.5125643169415
NCQ30,OUT027,3055.7205240861695
FDQ27,OUT027,2680.11726955397
FDT60,OUT027,3232.075258034745
FDU43,OUT049,3985.7642567504245
NCO55,OUT035,1575.520000901861
FDG02,OUT045,3092.6216159552832
FDJ28,OUT013,3092.6216159552832
FDP40,OUT045,1622.2978025144387
FDJ38,OUT045,3092.6216159552832
NCC54,OUT017,3966.393428780694
NCZ41,OUT046,2083.2169914251226
FDK38,OUT019,335.11573545230146
FDU52,OUT013,2499.2624164119784
FDC40,OUT046,1155.8836128155565
NCR30,OUT017,1082.333237046173
NCN18,OUT017,1622.2978025144387
FDB50,OUT035,1208.5773092002803
FDG04,OUT013,3092.6216159552832
FDR26,OUT035,2837.650574505186
NCT17,OUT018,3081.8332813969837
FDX35,OUT027,6338.645203603466
FDS12,OUT046,2083.2169914251226
NCZ29,OUT027,3251.445014882669
FDB38,OUT010,379.0115395171085
FDP12,OUT013,695.2981677696403
FDP22,OUT046,798.4708543811032
FDS26,OUT018,3916.771062722099
FDR52,OUT046,3092.6216159552832
DRJ13,OUT046,2685.0944402648825
FDU48,OUT027,3322.5377957849105
FDE29,OUT035,912.6248534494639
NCT29,OUT049,2083.2169914251226
DRK37,OUT018,3081.8332813969837
FDK55,OUT046,1407.5336898032356
FDR07,OUT046,1554.6333790350834
FDO21,OUT027,6798.27804134646
FDK46,OUT049,4063.4967239536354
FDB12,OUT045,1563.676858596357
FDT31,OUT027,4942.333168521374
FDJ33,OUT045,2083.2169914251226
FDC26,OUT027,2833.1536248639086
NCQ02,OUT045,3092.6216159552832
FDP08,OUT010,558.1710887546528
FDB11,OUT027,5954.826123630678
FDV55,OUT013,2466.0833550235084
FDW20,OUT049,2083.2169914251226
NCJ18,OUT019,296.98087444183636
FDC41,OUT018,1148.099824717383
FDE14,OUT027,2676.585696001472
FDG35,OUT013,2812.587935479101
FDF45,OUT035,859.4804293220585
FDS19,OUT027,2038.9006514519751
FDS58,OUT019,410.1509264797005
FDA26,OUT017,3583.592869980467
FDM32,OUT049,1419.1725463443095
FDL45,OUT046,2083.2169914251226
FDZ55,OUT049,2672.2304336820985
FDY37,OUT049,2087.757861155802
FDO46,OUT046,3092.6216159552832
FDQ60,OUT046,2067.64271859662
FDA19,OUT018,2087.757861155802
FDL15,OUT046,2499.2624164119784
FDM10,OUT018,3441.5486096082122
NCL05,OUT017,695.2981677696403
DRK49,OUT010,89.19236403090476
NCE18,OUT027,6434.876972462001
FDG40,OUT049,695.2981677696403
DRI59,OUT045,3615.520859568995
FDK28,OUT035,4075.4196595114176
NCD06,OUT019,97.69311385709814
FDO11,OUT019,591.7860658501585
FDK27,OUT046,2059.4815941163374
FDT43,OUT027,1255.4557777043149
FDD38,OUT018,1563.676858596357
FDA16,OUT049,3586.5172374758777
FDL14,OUT027,3973.879677935486
NCM17,OUT049,695.2981677696403
FDD20,OUT045,2083.2169914251226
FDA40,OUT045,1425.51556191239
FDL43,OUT045,1214.4347712228175
FDV15,OUT045,1563.676858596357
FDE52,OUT046,1485.5125643169415
NCL17,OUT010,379.3775680022989
NCJ31,OUT045,3931.4839807331996
FDR60,OUT045,1208.5773092002803
NCA18,OUT035,1912.9074872744711
FDS21,OUT027,1797.4643577827987
FDW09,OUT035,1208.5773092002803
FDL26,OUT035,2499.2624164119784
FDS47,OUT018,1485.5125643169415
FDC39,OUT046,3507.748968578144
FDT51,OUT035,1615.5519455257117
FDK40,OUT035,4127.836638251113
NCG19,OUT045,3836.2290197393213
FDZ07,OUT046,936.6112029342723
FDF08,OUT027,2531.4097750250867
FDO04,OUT013,859.4804293220585
FDK41,OUT018,1299.847950768376
FDP15,OUT049,4008.296477557728
NCD43,OUT018,1563.676858596357
NCP18,OUT013,2466.0833550235084
FDZ51,OUT046,1524.6168463952338
DRH13,OUT035,1582.172648968509
FDF38,OUT045,695.2981677696403
NCI43,OUT045,716.9467890922695
FDM38,OUT027,1640.1301041243707
FDS03,OUT013,1018.6522838354365
DRJ47,OUT017,2831.5522099260006
FDT50,OUT010,230.6456206286765
FDV02,OUT046,2837.650574505186
NCG18,OUT017,1563.676858596357
FDW52,OUT046,2704.045838215326
FDS40,OUT035,695.2981677696403
FDN31,OUT017,3092.6216159552832
FDA37,OUT045,2083.2169914251226
FDA15,OUT046,4129.225995217959
FDL39,OUT046,2979.716077076677
FDJ53,OUT045,2083.2169914251226
FDX22,OUT013,3565.9176268669607
NCZ42,OUT045,4048.951435569172
FDD56,OUT027,4938.333108261265
FDD40,OUT017,3092.6216159552832
FDS50,OUT013,3599.087875343055
NCN14,OUT013,3092.6216159552832
FDT15,OUT013,3082.4429478276807
NCS18,OUT027,2685.990839255684
NCO26,OUT010,261.6011629042219
FDF58,OUT018,925.5737284453106
NCB19,OUT013,1380.8927898516254
FDH26,OUT017,2087.757861155802
DRB24,OUT027,3968.4499000350975
FDA49,OUT018,1375.0353278290881
FDB32,OUT045,1545.200940061716
FDI36,OUT017,3115.814894231067
NCA17,OUT010,331.0407081873198
FDH22,OUT013,2083.2169914251226
NCM26,OUT018,2492.8300769461894
FDT15,OUT027,4982.435620713656
FDB16,OUT018,1394.563411639266
NCP54,OUT027,3222.684271985189
FDJ36,OUT013,1563.676858596357
FDO28,OUT045,2067.64271859662
FDU09,OUT013,859.4804293220585
FDF29,OUT017,2083.2169914251226
FDY08,OUT013,2087.757861155802
DRJ59,OUT018,695.2981677696403
FDT23,OUT027,2038.9006514519751
FDU15,OUT018,695.2981677696403
FDT47,OUT013,1554.6333790350834
FDI53,OUT019,388.7298622464704
FDR59,OUT018,3969.2006306323074
FDD53,OUT035,695.2981677696403
FDY51,OUT017,3526.403484375876
FDT04,OUT049,695.2981677696403
FDU51,OUT049,2837.650574505186
FDG14,OUT035,2482.985847197178
NCU06,OUT045,3829.0858901805245
DRG25,OUT046,3092.6216159552832
DRH49,OUT035,1299.847950768376
FDN15,OUT035,2087.757861155802
FDL43,OUT018,1161.7410748380937
NCT18,OUT049,3082.4429478276807
NCB31,OUT013,4010.0469688597673
FDK57,OUT035,2053.7316631183853
FDY04,OUT019,388.7298622464704
NCP54,OUT046,2083.2169914251226
FDF41,OUT013,3951.2421417141627
FDM01,OUT045,1563.676858596357
FDW03,OUT045,1563.676858596357
FDF28,OUT045,2083.2169914251226
FDY37,OUT017,2087.757861155802
FDQ03,OUT017,3874.6492719925095
FDP51,OUT027,3047.7792313143423
FDJ40,OUT017,1615.5519455257117
FDC32,OUT049,1524.6168463952338
DRI49,OUT027,2097.967671348725
NCW54,OUT017,859.4804293220585
FDF09,OUT017,695.2981677696403
FDP45,OUT018,3977.244495439673
DRJ23,OUT018,3081.8332813969837
FDS59,OUT017,1615.5519455257117
FDY08,OUT046,2087.757861155802
FDX16,OUT049,2466.0833550235084
FDY16,OUT018,3081.8332813969837
FDK32,OUT035,2493.149102042499
FDQ22,OUT013,695.2981677696403
NCC31,OUT018,2518.300595405657
FDG58,OUT049,2499.2624164119784
DRF48,OUT013,3092.6216159552832
DRH36,OUT049,1062.4346597160074
NCR30,OUT035,1148.099824717383
FDB03,OUT019,553.1766970945721
FDZ28,OUT027,3251.445014882669
FDR35,OUT017,3148.9834602926185
DRD15,OUT027,6373.815954254167
FDJ33,OUT019,302.433884731658
FDA56,OUT010,264.66812858022956
FDP56,OUT046,706.1505478734296
NCT30,OUT046,706.1505478734296
FDK15,OUT017,1554.6333790350834
FDH44,OUT018,2459.6510155577193
FDV01,OUT013,2499.2624164119784
DRG03,OUT017,2482.985847197178
FDG50,OUT027,2542.067256122584
FDR16,OUT010,599.9744245321557
FDZ60,OUT046,1575.520000901861
DRG03,OUT045,2499.2624164119784
FDS56,OUT018,4022.8830757662467
FDU33,OUT045,706.1505478734296
DRD27,OUT035,1554.6333790350834
FDW22,OUT046,3803.249435302104
DRA24,OUT045,2691.0290985652014
FDF38,OUT049,695.2981677696403
FDX48,OUT013,2499.2624164119784
FDS58,OUT018,2655.0097596580094
FDC32,OUT046,1524.6168463952338
NCQ29,OUT045,4044.125895983905
DRK39,OUT018,1305.705412790913
NCS38,OUT017,1885.401906805224
DRO47,OUT013,1622.2978025144387
DRG27,OUT027,1109.5349089935335
FDC57,OUT027,5158.600457934159
FDS55,OUT046,2466.0833550235084
NCJ06,OUT018,2067.64271859662
FDO01,OUT019,338.2255447993916
NCM55,OUT045,3092.6216159552832
FDC52,OUT049,2482.985847197178
FDQ15,OUT045,1208.5773092002803
NCT30,OUT027,1231.7203911980132
NCR42,OUT027,1109.5349089935335
FDD28,OUT035,859.4804293220585
FDQ34,OUT049,1563.676858596357
FDZ12,OUT027,3360.70105993572
DRE13,OUT019,221.4144338529472
NCN07,OUT019,303.31141524593636
FDM28,OUT035,2957.624118104819
FDI10,OUT017,2831.5522099260006
FDQ25,OUT013,2765.6366988421973
FDA38,OUT010,647.5396494508392
DRI13,OUT049,3565.9176268669607
FDY20,OUT027,2542.067256122584
NCZ53,OUT035,3092.6216159552832
NCM31,OUT013,2466.0833550235084
DRB01,OUT017,3092.6216159552832
DRF37,OUT046,4027.129137743676
NCF42,OUT049,2837.650574505186
FDF16,OUT018,2459.6510155577193
FDB41,OUT013,706.1505478734296
FDR34,OUT013,3922.7773507180536
FDR15,OUT018,2518.300595405657
NCV42,OUT019,279.2462945511485
FDW51,OUT035,3513.122071999415
FDU36,OUT017,1554.6333790350834
FDX60,OUT049,1250.4902689896994
FDY03,OUT035,1872.9209968895798
FDW55,OUT045,4089.4562211135503
FDT01,OUT010,575.6900087062987
FDG58,OUT013,2499.2624164119784
FDK21,OUT017,4120.079268562208
NCS41,OUT019,500.3414504680666
FDS10,OUT045,3060.685500593555
NCT53,OUT046,2704.045838215326
FDJ28,OUT018,3081.8332813969837
FDX44,OUT045,1413.3911518257728
FDT20,OUT018,695.2981677696403
FDO44,OUT017,1589.0162401452146
NCX17,OUT049,3905.793158519562
FDY01,OUT017,1934.4819614265987
FDJ12,OUT027,5653.902333225508
DRK35,OUT018,695.2981677696403
FDD47,OUT019,420.199231451179
NCM53,OUT035,1575.520000901861
FDO45,OUT013,1393.4352890530283
NCM42,OUT010,251.15576568012557
FDE04,OUT046,2886.5592136185805
NCI30,OUT027,6398.202867801452
FDZ19,OUT013,2837.650574505186
FDW57,OUT013,2837.650574505186
FDA25,OUT013,1563.676858596357
FDT22,OUT046,876.4841856334072
FDP51,OUT013,2033.4976166472297
FDD48,OUT027,3047.7792313143423
FDY39,OUT035,3082.4429478276807
FDO48,OUT010,552.6627200735282
FDD23,OUT027,4982.435620713656
DRN35,OUT027,1109.5349089935335
FDT01,OUT035,3513.122071999415
FDC20,OUT010,150.2718183597147
DRJ35,OUT035,943.8638177347715
FDB32,OUT046,1524.6168463952338
FDL24,OUT046,2837.650574505186
NCV42,OUT035,1792.3234705947316
FDZ46,OUT046,1589.0162401452146
FDC15,OUT013,2524.7329348714466
FDD08,OUT019,92.58970130649845
FDY50,OUT049,1485.5125643169415
FDD36,OUT013,2053.7316631183853
FDG57,OUT027,1231.7203911980132
FDL21,OUT018,695.2981677696403
FDN16,OUT027,2676.585696001472
FDJ09,OUT027,1109.5349089935335
FDS01,OUT010,539.940699111058
FDV33,OUT017,4106.227769163133
DRE12,OUT017,1885.401906805224
FDR07,OUT013,1554.6333790350834
FDP48,OUT010,484.1360194037947
NCB55,OUT035,859.4804293220585
FDQ08,OUT013,900.3771045728515
FDR34,OUT035,3931.6198841705072
FDO33,OUT046,1628.413140625536
FDP13,OUT045,695.2981677696403
FDX12,OUT049,3985.7642567504245
NCT06,OUT049,2732.5974133969576
FDR16,OUT019,565.5822723099486
FDE36,OUT046,2704.045838215326
FDZ36,OUT049,3092.6216159552832
FDV13,OUT045,1425.51556191239
NCZ17,OUT035,695.2981677696403
FDU56,OUT045,3082.4429478276807
FDM09,OUT035,2819.894151439312
FDV02,OUT017,2837.650574505186
FDS34,OUT018,1830.8252814639836
FDA11,OUT049,1545.200940061716
FDP09,OUT017,3559.0023718224616
FDB29,OUT027,3002.1813256555542
FDT19,OUT017,2837.650574505186
DRH15,OUT017,695.2981677696403
FDY38,OUT046,3840.525282027504
FDF14,OUT027,3928.955697813283
FDN48,OUT010,225.54261243909292
FDQ12,OUT013,3876.6758000816435
NCJ43,OUT045,2837.650574505186
FDE17,OUT019,336.1588508728118
FDB05,OUT035,4014.0537689748066
FDH10,OUT045,3067.558976929198
NCR06,OUT017,695.2981677696403
FDU32,OUT018,2083.2169914251226
FDD56,OUT049,2837.650574505186
FDO36,OUT018,2962.495403052588
FDH16,OUT010,226.4112762457828
FDX10,OUT018,695.2981677696403
FDZ37,OUT017,1431.3730239349275
FDU31,OUT010,550.3974595747604
DRC49,OUT049,2087.757861155802
FDL15,OUT045,2482.985847197178
FDN32,OUT019,538.3102196694853
DRH59,OUT027,1894.552746587048
NCU29,OUT049,2466.0833550235084
FDR37,OUT019,513.7002763698968
FDS14,OUT018,2569.987786714288
FDU02,OUT027,6239.0209281587695
FDJ08,OUT035,3092.6216159552832
NCZ06,OUT045,3993.065016780836
FDO31,OUT049,1256.3477310122364
FDH31,OUT018,1558.5813264579365
FDS58,OUT017,2672.2304336820985
NCA53,OUT027,1231.7203911980132
FDF50,OUT046,3115.814894231067
NCW42,OUT049,3779.835854480052
NCQ17,OUT045,2524.7329348714466
FDK51,OUT018,4082.0384268259872
NCW41,OUT010,394.3632252167629
NCR29,OUT017,859.4804293220585
FDB08,OUT019,386.3006686500896
FDA40,OUT027,2296.9336788706137
FDL14,OUT018,2569.987786714288
FDB47,OUT046,3560.0841497841825
FDO03,OUT035,3867.8332666291903
DRK13,OUT019,513.7411912809703
FDX13,OUT010,580.6374153043828
FDF52,OUT046,3082.4429478276807
FDT11,OUT013,3092.6216159552832
FDB08,OUT013,2672.2304336820985
FDQ28,OUT018,2511.4514580137916
FDD29,OUT045,4139.627025513824
NCQ29,OUT027,6298.455011995187
NCO02,OUT013,1024.9747006385276
FDR56,OUT010,548.6867386398555
NCM54,OUT049,2083.2169914251226
FDP51,OUT035,1934.4819614265987
FDT38,OUT013,1375.0353278290881
FDZ20,OUT018,3984.3301099590594
FDJ53,OUT013,2083.2169914251226
FDX13,OUT049,4046.725175904052
FDP58,OUT035,3544.8075993258303
NCK31,OUT019,131.32812209900155
FDA35,OUT018,2083.2169914251226
FDV37,OUT018,3124.0544435087018
NCO07,OUT027,5928.363115636086
FDA20,OUT045,3092.6216159552832
FDZ59,OUT035,2759.0533558964094
NCY17,OUT017,695.2981677696403
FDQ28,OUT035,2499.2624164119784
FDV35,OUT017,2499.2624164119784
FDQ36,OUT013,695.2981677696403
FDD34,OUT018,2673.8084245411123
FDK51,OUT045,4155.204503903814
FDV31,OUT035,2837.650574505186
FDR04,OUT035,1554.6333790350834
FDR14,OUT049,859.4804293220585
DRC36,OUT010,437.04874741624525
FDE39,OUT019,295.1639451228624
FDP57,OUT049,1563.676858596357
FDE57,OUT046,2087.757861155802
NCN18,OUT046,1615.5519455257117
NCQ05,OUT018,2459.6510155577193
FDW47,OUT035,2067.64271859662
FDV46,OUT035,2087.757861155802
NCP29,OUT045,970.4649905362902
FDE09,OUT018,1602.9744283168961
NCU06,OUT027,6357.7149368217215
FDT19,OUT010,488.24644040706085
DRF15,OUT017,2482.985847197178
DRI51,OUT013,2765.6366988421973
NCX54,OUT013,1563.676858596357
DRE01,OUT013,3938.779999281934
NCB07,OUT045,3092.6216159552832
FDU50,OUT035,1872.9209968895798
FDG40,OUT035,695.2981677696403
FDW10,OUT018,2795.367261455012
FDX51,OUT013,3092.6216159552832
NCP17,OUT045,1013.1070193947392
FDP21,OUT035,3092.6216159552832
FDL04,OUT045,1563.676858596357
FDV23,OUT013,2083.2169914251226
FDF24,OUT046,1250.4902689896994
FDH56,OUT027,3002.1813256555542
FDB51,OUT049,931.325649111527
FDI58,OUT027,2633.2069058294605
FDR20,OUT013,706.1505478734296
FDC51,OUT018,2083.2169914251226
FDB16,OUT027,2296.9336788706137
FDE40,OUT049,912.6248534494639
NCM17,OUT035,695.2981677696403
FDU56,OUT035,3092.6216159552832
FDS32,OUT019,299.8370759996523
FDX02,OUT049,3820.39405901632
FDT39,OUT027,3947.4060863511017
FDE35,OUT017,859.4804293220585
NCI42,OUT019,582.2479464665363
DRL23,OUT046,1563.676858596357
FDA10,OUT046,2083.2169914251226
FDA11,OUT013,1545.200940061716
NCM06,OUT046,2499.2624164119784
NCT05,OUT035,4160.0945357694645
NCQ02,OUT010,540.1592679989029
NCY06,OUT049,2087.757861155802
FDY56,OUT035,3820.39405901632
FDL02,OUT035,1563.676858596357
NCI06,OUT035,2856.829837832294
FDQ14,OUT045,2466.0833550235084
FDQ12,OUT017,3867.8332666291903
FDP36,OUT046,706.1505478734296
FDK21,OUT027,7315.302978255367
FDO40,OUT045,2466.0833550235084
NCK54,OUT019,278.68788332575645
FDY09,OUT018,2820.429900481097
NCW30,OUT049,4128.534610879399
NCC55,OUT027,1109.5349089935335
FDE58,OUT018,1941.7595013785606
FDR39,OUT013,3092.6216159552832
FDU28,OUT049,3092.6216159552832
FDH08,OUT017,3914.0113875665393
FDG35,OUT045,2812.587935479101
FDG22,OUT049,695.2981677696403
FDC34,OUT035,2581.4171552670095
FDP15,OUT018,3914.0003842364013
FDK34,OUT010,580.2076824061216
FDU45,OUT035,1912.9074872744711
FDQ04,OUT027,1109.5349089935335
FDX22,OUT018,3494.977974885956
FDB45,OUT017,1563.676858596357
NCH43,OUT027,5882.388952430027
DRE60,OUT046,3757.347819847581
FDD17,OUT027,6394.38904148227
NCM54,OUT017,2083.2169914251226
NCH55,OUT013,2083.2169914251226
NCT06,OUT017,2704.045838215326
FDA48,OUT027,5844.920845150686
FDY58,OUT027,6394.38904148227
FDO25,OUT045,3513.122071999415
FDN50,OUT045,1545.200940061716
FDH35,OUT035,2704.045838215326
FDK09,OUT045,3806.2695040580484
FDO16,OUT013,1298.8923466193173
FDW11,OUT045,1013.1070193947392
FDU47,OUT027,3346.8482511879724
NCQ42,OUT010,286.32699010416275
FDK55,OUT027,2531.4097750250867
FDN08,OUT049,1918.908209713586
FDT57,OUT045,4025.994403638262
FDJ12,OUT018,3494.977974885956
DRL59,OUT017,798.4708543811032
NCN53,OUT046,695.2981677696403
FDO51,OUT010,92.1275693454254
FDK56,OUT017,3092.6216159552832
FDY12,OUT035,825.3348478030988
FDU15,OUT035,695.2981677696403
FDQ19,OUT046,4066.4143679573153
DRF15,OUT045,2499.2624164119784
DRE25,OUT019,239.7293602922308
FDK57,OUT018,2053.7316631183853
